CodProfesionUOficio,Descripción,"Estado (1-Inactivo, 2- Activo)"
4800,Operador de máquina de fabricación  papel fotográfico,2
4801,Operador de máquina de fabricación / película de cine,2
4802,Operador de máquina de fabricación / películas fotográficas,2
4803,Operador de máquina de fabricación / placas fotográficas,2
4804,Operador de máquina de productos para fotografía,2
4805,Operador de máquina de revelado fotografías,2
4806,Operador de máquina de revelado / películas cinematográficas,2
4807,Operador de máquina de revelado / películas de cine,2
4808,Operador de máquina de revelado / películas fotográficas,2
4809,Operador de máquina de tiraje de fotografías,2
4810,Operador de calandria de caucho,2
4811,Operador de máquina amasadora mezcladora / caucho,2
4812,Operador de máquina de fabricación / empaques,2
4813,Operador de máquina de fabricación / neumáticos,2
4814,Operador de máquina de fabricación / objetos de caucho,2
4815,Operador de máquina de fabricación / sellos de caucho,2
4816,Operador de máquina de productos de caucho,2
4817,Operador de máquina de tratamiento del caucho,2
4818,Operador de máquina de vulcanización / artículos de caucho,2
4819,Operador de máquina de vulcanización / neumáticos,2
4820,Operador de máquina extrusora / caucho,2
4821,Operador de máquina lustradora / caucho,2
4822,Operador de máquina mezcladora / caucho,2
4823,Operador de máquina moldeadora / caucho,2
4824,Operador de máquina moldeadora / neumáticos,2
4825,Operador de máquina recauchadora / neumáticos,2
4826,Operador de prensa estampadora / caucho,2
4827,Vulcanizador de neumáticos,2
4828,Operador de máquinas para fabricación de llantas,2
4829,Operador de máquina acabadora / material plástico,2
4830,Operador de máquina amoladora / material plástico,2
4831,Operador de máquina cortadora / productos de material plástico,2
4832,Operador de máquina de fabricación / juguetes (plástico),2
4833,Operador de máquina de fabricación plástico,2
4834,Operador de máquina de fabricación / productos de material plástico,2
4835,Operador de máquina de grabado al ácido / material plástico,2
4836,Operador de máquina de laminado / material plástico,2
4837,Operador de máquina de talla / material plástico,2
4838,Operador de máquina estiradora / material plástico,2
4839,Operador de máquina extrusora / material plástico,2
4840,Operador de máquina moldeadora / material plástico (inyección),2
4841,Operador de máquina moldeadora / objetos de material plástico,2
4842,Operador de máquina pulidora / material plástico,2
4843,Operador de máquina taladradora / objetos de material plástico,2
4844,Operador de máquina / fabricación de artículos de plástico,2
4845,Operador de máquina / fabricación  de plástico,2
4846,Operador de máquina / fabricación estereofón,2
4847,Operador de máquina / fabricación sacos fibra plástica,2
4848,Operador de máquina / polipropileno,2
4849,Operador de máquina / reciclaje de plástico,2
4850,Operadores de fabricación de juguetes de plástico,2
4851,Operadores de maquinas extrusoras de PVC ,2
4852,Operador de máquina de fabricación / bolsas (politeno),2
4853,Montador a máquina / cajas de cartón,2
4854,Operador de máquina cortadora de cajas / cartón,2
4855,Operador de máquina de fabricación / artículos (cartón),2
4856,Operador de máquina de fabricación / artículos (papel acartonado),2
4857,Operador de máquina de fabricación / artículos (papel),2
4858,Operador de máquina de fabricación / bolsas (celofán),2
4859,Operador de máquina de fabricación / cajas (cartón),2
4860,Operador de máquina de fabricación / sobres y bolsas (papel),2
4861,Operador de máquina estampadora / papel,2
4862,Operador de máquina forradora / cartón,2
4863,Operador de máquina plegadora / cajas de cartón,2
4864,Prensador de papel,2
4865,Operador de máquinas / fabricación pañales,2
4866,Operador de máquina de fabricación productos de papel,2
4867,"Operadores de máquinas troqueladoras de papel, cartón y afines",2
4868,Operador de máquinas para fabricar toallas de papel,2
4869,Operador de máquina acondicionadora / fibras,2
4870,Operador de máquina bobinadora / hilo e hilaza,2
4871,Operador de máquina de banco de estiraje / fibras textiles,2
4872,Operador de máquina de doblaje / hilo e hilaza,2
4873,Operador de máquina de hilado ,2
4874,Operador de máquina de mechera en fino / fibras textiles,2
4875,Operador de máquina de preparación / fibras textiles,2
4876,Operador de máquina devanadora / troquilones (hilos e hilazas),2
4877,Operador de máquina lavadora / fibras textiles,2
4878,Operador de máquina mezcladora / fibras textiles,2
4879,Operador de máquina napadora / cinta,2
4880,Operador de máquina napadora fibras textiles,2
4881,Operador de máquina napadora / mechas textiles,2
4882,Operador de máquina peinadora / fibras textiles,2
4883,Operador de máquina retorcedora / hilo e hilaza,2
4884,Ovillador de hilo e hilaza,2
4885,Operador de máquina de enrollaradora de hilo ,2
4886,Operador de máquina de fabricación / alfombras,2
4887,Operador de máquina de fabricación / mallas o redes,2
4888,Operador de máquina de fabricación / paños,2
4889,Operador de máquina de urdido sobre plegados,2
4890,Operador de máquina ganchillera,2
4891,Operador de máquina pasadora de hilos / urdimbre,2
4892,Operador de máquina tejedora,2
4893,Operador de máquina tejedora / alfombras,2
4894,Operador de máquina tejedora / calcetería,2
4895,Operador de máquina tejedora / encajes,2
4896,Operador de máquina tejedora / género de punto,2
4897,Operador de máquina tejedora / vestimenta,2
4898,Operador de telar automático,2
4899,Operador de telar de fabricación / encajes,2
4900,Operador de telar jacquard,2
4901,Operador de telar de tejido de alfombras,2
4902,Operador de telar de tejidos,2
4903,Tejedor de máquina de calcetería (medias),2
4904,Operador de máquina tejedora de yute ,2
4905,Operador de máquina tejedora de cabuya,2
4906,Operador de máquina de tejido,2
4907,Operador de máquina de telar,2
4908,Operador de máquina de telar de alfombras,2
4909,Operador de máquina de producción de redes,2
4910,Bordador a máquina,2
4911,Cosedor a máquina / pieles,2
4912,Operador de máquina bordadora,2
4913,Operador de máquina de bordar,2
4914,Operador de máquina de coser,2
4915,Operador de máquina de coser / artículos textiles,2
4916,Operador de máquina de coser / calzado,2
4917,Operador de máquina de coser / cuero,2
4918,Operador de máquina de coser / pieles,2
4919,Operador de máquina de coser / prendas de vestir,2
4920,Operador de máquina de coser / sombreros,2
4921,Operador de máquina de coser / tapicería de muebles,2
4922,Operador de máquina de fabricación de vestido,2
4923,Operador de máquina de coser industrial,2
4924,Operador de máquina plana,2
4925,Operador de máquina overlock,2
4926,Operador de máquina blanqueadora productos textiles,2
4927,Operador de máquina de tintura / fibras textiles,2
4928,Operador de máquina de tintura / hilados,2
4929,Operador de máquina de tintura / prendas de vestir,2
4930,Operador de máquina de tintura / telas,2
4931,Operador de tintura / pieles,2
4932,Operador de máquina de teñido de textiles,2
4933,Operador de máquina blanqueadora de textiles ,2
4934,Blanqueador de productos textiles,2
4935,Operador de máquina impermeabilizadora / paños,2
4936,Operador de máquina impermeabilizadora / productos textiles,2
4937,Operador de máquina impermeabilizadora / telas,2
4938,Operador máquina de teñido de fibras textiles,2
4939,Operador de máquina ablandadora  de pieles,2
4940,Operador de máquina adobadora  de preparación de cueros,2
4941,Operador de máquina cortadora  de cuero,2
4942,Operador de máquina de depilación  de cueros,2
4943,Operador de máquina de descarne  de cueros,2
4944,Operador de máquina de descarne  de pellejos,2
4945,Operador de máquina de estirado  de pieles,2
4946,Operador de máquina de grabado  de cueros,2
4947,Operador de máquina de preparación  de cueros,2
4948,Operador de máquina de tintura  de cueros,2
4949,Operador de máquina de tratamiento  de pellejos,2
4950,Operador de máquina de zurrado e igualación  de pelambres y pieles,2
4951,Operador de máquina descueradora,2
4952,Operador de máquina escurridora de pieles,2
4953,Operador de máquina lavadora  de cueros,2
4954,Operador de máquina lijadora  de pieles,2
4955,Operador de máquina medidora de pieles,2
4956,Operador de máquina planchadora  de pieles,2
4957,Operador de máquina de brillo  de pieles,2
4958,Operador de máquina de curtiduría,2
4959,Operador de placas de secado  de pieles,2
4960,Operador de máquina de tenería,2
4961,Operador de máquina curtidora de cueros,2
4962,Operador de máquina de teñido de cuero,2
4963,Operador de máquina de fabricación  de calzado,2
4964,Operador de máquina de fabricación  de calzado (deportes),2
4965,Operador de máquina de fabricación  de calzado (ortopédico),2
4966,Operador de máquina de fabricación  de maletas de cuero,2
4967,Operador de máquina de fabricación  de zapatos,2
4968,Operador de máquina de fabricación  de bolsos de cuero,2
4969,Operador de máquina de fabricación  de valijas de cuero,2
4970,Operador de máquina de fabricación  de maletines de cuero,2
4971,Encargado de secado,2
4972,Operador de calandria de prendas de vestir,2
4973,Operador de calandria de productos textiles,2
4974,Operador de equipo de limpieza  de lavandería,2
4975,Operador de equipo de limpieza  de paños,2
4976,Operador de máquina de lavandería,2
4977,Operador de máquina de lavar ropa,2
4978,Operador de máquina de planchado  de lavandería,2
4979,Operador de máquina de secado  de prendas de vestir,2
4980,Acabador y adornador de sombreros,2
4981,Operador de máquina de corte  de patrones (pieles),2
4982,Operador de máquina de corte  de prendas de vestir,2
4983,Operador de máquina de corte  de productos textiles,2
4984,Operador de máquina de fabricación / conos de fieltro (sombreros),2
4985,Operador de máquina de fabricación  de pasamanería,2
4986,Operador de máquina de fabricación  de patrones (cuero),2
4987,Operador de máquina de fabricación  de patrones (prendas de vestir),2
4988,Operador de máquina de fabricación  de patrones (textiles),2
4989,Operador de máquina de procesamiento de pelo de caballo,2
4990,Operador de máquina de sombrerería,2
4991,Operador de máquina hormadora  de sombreros de fieltro,2
4992,Operador de máquinas patronistas textiles,2
4993,Operador de maquinas para fabricar colchones,2
4994,Operador de maquinas para fabricar telas no tejidas,2
4995,Operador de autoclave de carne y pescado,2
4996,Operador de máquina congeladora  de carne,2
4997,Operador de máquina congeladora  de pescado,2
4998,Operador de máquina conservadora  de carne,2
4999,Operador de máquina conservadora  de pescado,2
5000,Operador de máquina de curado  de carne,2
5001,Operador de máquina de embutir  de carnes,2
5002,Operador de máquina de fabricación  de productos de carne,2
5003,Operador de máquina de fabricación  de productos de pescado,2
5004,Operador de máquina de preparación  de carne,2
5005,Operador de máquina de preparación  de pescado,2
5006,Operador de máquina deformadora de hamburguesa  de carne,2
5007,Operador de máquina esterilizadora  de carne,2
5008,Operador de máquina esterilizadora  de pescado,2
5009,Operador de máquina lavadora  de mondongos,2
5010,Operador de máquina mezcladora  de carnes,2
5011,Operador de máquina moledora  de carnes,2
5012,Operador de máquina procesadora  de carne,2
5013,Operador de máquina procesadora  de pescado,2
5014,Operador de máquina rebanadora  de carnes,2
5015,Operador de máquina de elaboración  de productos lácteos,2
5016,Operador de máquina de elaboración de leche en polvo,2
5017,Operador de máquina de pasteurización  de leche,2
5018,Operador de máquina de pasteurización  de productos lácteos,2
5019,Operador de máquina refrigeradora  de productos lácteos,2
5020,Operador de máquina de tratamiento de la leche,2
5021,Operador de máquina de molienda  de arroz,2
5022,Operador de máquina de molienda  de cereales,2
5023,Operador de máquina de molienda  de especias,2
5024,Operador de máquina de molienda  de semillas de mostaza,2
5025,Operador de máquina de procesamiento del grano,2
5026,Operador de máquina descortezadora  de grano,2
5027,Operador de molino de arroz,2
5028,Operador de molino de cereales,2
5029,Operador de máquina de confiterías,2
5030,Operador de máquina de elaboración  de chocolates,2
5031,Operador de máquina de elaboración  de dulces,2
5032,Operador de máquina de elaboración  de fideos,2
5033,Operador de máquina de elaboración  de pastas alimenticias,2
5034,Operador de máquina de elaboración  de pasteles,2
5035,Operador de máquina de elaboración  de productos a base de cereales,2
5036,Operador de máquina de elaboración  de productos de chocolate,2
5037,Operador de máquina de elaboración de golosinas,2
5038,Operador de máquina de panadería,2
5039,Operador de máquina de pastelerías,2
5040,Operador de máquina de reposterías,2
5041,Operador de autoclave de aceites y grasas,2
5042,Operador de autoclave de frutas,2
5043,Operador de autoclave de legumbres y verduras,2
5044,Operador de desdobladora de aceite y derivados,2
5045,Operador de equipo de evaporación  de extractos de alimentos,2
5046,Operador de equipo de hidrogenación de aceites y grasas,2
5047,Operador de evaporador en el vacío  de extracto de alimentos,2
5048,Operador de máquina blanqueadora  de frutas de cáscara seca,2
5049,Operador de máquina congeladora  de fruta,2
5050,Operador de máquina congeladora  de legumbres y verduras,2
5051,Operador de máquina conservadora  de fruta,2
5052,Operador de máquina conservadora  de legumbres y verduras,2
5053,Operador de máquina de elaboración de alimentos para animales,2
5054,Operador de máquina de elaboración de salsas,2
5055,Operador de máquina de extracción  de aceite de semilla,2
5056,Operador de máquina de extracción  de aceites comestibles,2
5057,Operador de máquina de producción  de jugos de frutas,2
5058,Operador de máquina de producción  de jugos vegetales,2
5059,Operador de máquina de refinación  de aceites y grasas,2
5060,Operador de máquina deshidratadora  de alimentos,2
5061,Operador de máquina esterilizadora  de frutas,2
5062,Operador de máquina esterilizadora  de legumbres y verduras,2
5063,Operador de máquina lavadora  de frutas,2
5064,Operador de máquina lavadora  de legumbres y verduras,2
5065,Operador de máquina moledora  de almendras,2
5066,Operador de máquina moledora  de semillas oleaginosas,2
5067,Operador de máquina procesadora  de alimentos preparados para animales,2
5068,Operador de máquina procesadora  de fruta,2
5069,Operador de máquina procesadora  de frutas de cáscara seca,2
5070,Operador de máquina procesadora  de legumbres y verduras,2
5071,Operador de máquina procesadora  de margarina,2
5072,Operador de máquina secadora  de alimentos,2
5073,Operador de prensa de aceites comestibles,2
5074,Operador de prensa de frutas,2
5075,Operador de prensa hidráulica / extracción (aceites comestibles),2
5076,Operador de difusoras  de azúcar de remolacha,2
5077,Operador de equipo de carbonatación  de refinación de azúcar,2
5078,Operador de equipo de cristalización  de refinación de azúcar,2
5079,Operador de máquina de producción  de azúcar,2
5080,Operador de máquina de refinación  de azúcar,2
5081,Operador de máquina de refinación continua  de azúcar,2
5082,Operador de máquina pulverizadora  de azúcar,2
5083,Trapichero de caña de azúcar,2
5084,Operador de máquina de tratamiento  de cacao,2
5085,Operador de máquina de tratamiento  de granos de cacao,2
5086,Operador de máquina de tratamiento  de granos de café,2
5087,Operador de máquina de tratamiento  de hojas de té,2
5088,Operador de máquina escogedora de café,2
5089,Operador de máquina mezcladora  de café,2
5090,Operador de máquina mezcladora  de té,2
5091,Operador de máquina tostadora  de cacao,2
5092,Operador de máquina tostadora  de café,2
5093,Cervecero,2
5094,Operador de alambique de bebidas alcohólicas,2
5095,Operador de equipo de germinación  de malteado (bebidas alcohólicas),2
5096,Operador de horno de secado  de malta,2
5097,Operador de instalación de fermentación  de bebidas alcohólicas,2
5098,Operador de instalaciones de elaboración  de vino,2
5099,Operador de máquina de cocción  de malta,2
5100,Operador de máquina de destilación  de bebidas alcohólicas,2
5101,Operador de máquina de elaboración  de bebidas sin alcohol,2
5102,Operador de máquina de elaboración  de vinagre,2
5103,Operador de máquina de fermentación  de malta (bebidas alcohólicas),2
5104,Operador de máquina de producción  de licores,2
5105,Operador de máquina de producción  de malta,2
5106,Operador de máquina lavadora  de botellas,2
5107,Operador de máquina malteadora  de bebidas alcohólicas,2
5108,Operador de máquina mezcladora  de licores,2
5109,Operador de máquina mezcladora  de vinos,2
5110,Operador de acondicionadora al vacío  de tabaco,2
5111,Operador de máquina de fabricación  de cigarrillos,2
5112,Operador de máquina de fabricación  de cigarros,2
5113,Operador de máquina de productos del tabaco,2
5114,Operador de máquina de tratamiento  de tabaco,2
5115,Operador de máquina despalilladora  de tabaco,2
5116,Operador de máquina mezcladora  de tabaco,2
5117,Operador de máquina picadora  de hojas de tabaco,2
5118,Operador de máquina peladora de macadamia,2
5119,Operador de máquina  de escamado de pescado,2
5120,Operador de máquina descabezadora de pescado,2
5121,Operador de máquina  de fabricación de tortillas,2
5122,Operador de máquina de procesamiento de pescado,2
5123,Operador de máquina de procesamiento de carne,2
5124,Operador de máquina de procesamiento de leche,2
5125,Operador de instalaciones de fabricación  pasta para papel,2
5126,Operador de máquina astilladora de madera de preparación de pasta para papel,2
5127,Operador de máquina batidora / pasta para papel,2
5128,Operador de máquina blanqueadora / pasta para papel,2
5129,Operador de máquina de refinación / pasta para papel,2
5130,Operador de máquina desfibradora / preparación de pasta para papel,2
5131,Operador de máquina lejiadora / pasta para papel,2
5132,Operador de máquina molino / pasta para papel,2
5133,Operador de máquina tamizadora / pasta para papel,2
5134,Operador de máquina trituradora de madera / pasta para papel,2
5135,Operador de instalaciones de fabricación de papel,2
5136,Operador de instalaciones de fabricación de papel cartón,2
5137,Operador de máquina aprestadora de papel,2
5138,Operador de máquina calandria satinadora de papel,2
5139,Operador de máquina de fabricación de cartón,2
5140,Operador de máquina de fabricación de papel,2
5141,Operador de máquina de secado y terminación de papel,2
5142,Operador de prensa de fabricación de cartón,2
5143,Operador máquinas / reciclaje papel,2
5144,Aserrador de cantos,2
5145,Cepillador de aserradero,2
5146,Cortador de madera / aserradero,2
5147,Operador de guillotina de cortar madera,2
5148,Operador de instalaciones de aserradero,2
5149,Operador de instalaciones de trabajo de la madera,2
5150,Operador de máquina cepilladora de madera,2
5151,Operador de máquina cortadora / chapas de madera (contrachapado),2
5152,Operador de máquina descortezadora de madera,2
5153,Operador de máquina fresadora de madera,2
5154,Operador de máquina impregnadora de madera,2
5155,Operador de máquina intercaladora encoladora / contrachapado,2
5156,Operador de máquina perforadora de madera,2
5157,Operador de prensa contrachapado de madera,2
5158,Operador de sierra / madera,2
5159,Operador de sierra de cinta / aserradero (madera),2
5160,Operador de sierra de cinta / duelas de barril,2
5161,Operador de sierra de cinta de madera,2
5162,Trabajador especializado de aserradero,2
5163,Operador de motosierra,2
5164,Fundidor vidriero,2
5165,Moldeador de crisoles,2
5166,Operador de horno de baldosas,2
5167,Operador de horno de briquetas,2
5168,Operador de horno de cerámica y porcelana,2
5169,Operador de horno de fabricación de vidrio,2
5170,Operador de horno de fundición de vidrio,2
5171,Operador de horno de ladrillos y tejas,2
5172,Operador de horno de loza y porcelana,2
5173,Operador de horno de recocido / vidrio,2
5174,Operador de horno de tejas,2
5175,Operador de horno de tejas y ladrillos,2
5176,Operador de horno de temple / vidrio,2
5177,Operador de horno de horno de loza abizcochada / loza y porcelana,2
5178,Operador de horno  de secado / loza y porcelana,2
5179,Operador de horno de horno de secado / tejas,2
5180,Operador de horno de vidriar / loza y porcelana,2
5181,Operador de horno de vidriar / tejas,2
5182,Operador de instalaciones de arenado / vidrio,2
5183,Operador de máquina curvadora / vidrio,2
5184,Operador de máquina de cortar / vidrio,2
5185,Operador de máquina de esmaltado / por inmersión,2
5186,Operador de máquina de estiradora / tubos de vidrio,2
5187,Operador de máquina de estiradora / varillas de vidrio,2
5188,Operador de máquina de estiradora / vidrio plano,2
5189,Operador de máquina de fabricación / artículos (vidrio),2
5190,Operador de máquina de fabricación / botellas,2
5191,Operador de máquina de fabricación / cerámica,2
5192,Operador de máquina de fabricación / loza y porcelana,2
5193,Operador de máquina de fabricación / vidrio,2
5194,Operador de máquina de grabado / chorro de arena (cerámica),2
5195,Operador de máquina de grabado / vidrio,2
5196,Operador de máquina de grabado al ácido / vidrio,2
5197,Operador de máquina de pintura decorativa / cerámica,2
5198,Operador de máquina de pintura decorativa / vidrio,2
5199,Operador de máquina de templado / vidrio,2
5200,Operador de máquina laminadora / lunas (vidrio),2
5201,Operador de máquina perforadora / cerámica,2
5202,Operador de máquina perforadora / vidrio,2
5203,Operador de máquina pulidora / cerámica,2
5204,Operador de máquina pulidora / vidrio óptico,2
5205,Operador de máquina pulidora / vidrio plano,2
5206,Operador de máquina pulidora de cristales,2
5207,Operador de máquina rebanadora / vidrio,2
5208,Operador de máquina sopladora / vidrio,2
5209,Operador de prensa de estampar / vidrio,2
5210,Operador de prensa de moldear / vidrio,2
5211,Operador de túnel de recocido / vidrio,2
5212,Operador de filtro prensa / pasta de arcilla,2
5213,Operador de máquina de preparación / esmaltes,2
5214,Operador de máquina de producción / fibra de vidrio,2
5215,Operador de máquina mezcladora / materiales abrasivos,2
5216,Operador de máquina mezcladora de materiales / arcilla,2
5217,Operador de máquina mezcladora de materiales / frita de esmalte,2
5218,Operador de máquina mezcladora de materiales / vidrio,2
5219,Operador de máquina moldeadora / extrusión (pasta de arcilla),2
5220,Operador de máquina trituradora / arcilla,2
5221,Operador de máquina trituradora / esmalte,2
5222,Operador de máquina trituradora / pasta de arcilla,2
5223,Operador de prensa de moldeado / cerámica,2
5224,Operador de prensa de moldeado / loza y porcelana,2
5225,Operador de horno de tejas ,2
5226,Operador de horno de ladrillos,2
5227,Operador de máquina de fabricación de loza ,2
5228,Operador de máquina de fabricación de  porcelana,2
5229,Operador de horno de vidriar  loza ,2
5230,Operador de horno de vidriar  porcelana,2
5231,Operador de horno  de secado  loza ,2
5232,Operador de horno  de secado  porcelana,2
5233,Operador de horno de cerámica ,2
5234,Operador de horno de porcelana,2
5235,Operador máquinas / reciclaje vidrio,2
5236,Operador de horno de producción de vidrio ,2
5237,Operador de máquinas de mezcladora de vidrio,2
5238,Operador de fabricación de artículos de vidrio,2
5239,Fogonero de buque,2
5240,Fogonero de caldera,2
5241,Fogonero de máquina de vapor,2
5242,Fogonero de máquina de vapor de  locomotora,2
5243,Operador de caldera de buque,2
5244,Encargado de calderas,2
5245,Operador de caldera ,2
5246,Operador de máquina embaladora,2
5247,Operador de máquina embotelladora,2
5248,Operador de máquina etiquetadora,2
5249,Operador de máquina llenadora  de contenedores,2
5250,Operador de máquina marcadora  de mercancías,2
5251,Operador de máquina rotuladora,2
5252,Operador de máquina selladora,2
5253,Operador de máquina de enlatar de carnes,2
5254,Operador de máquina enlatadora de carne,2
5255,Operador de máquina enlatadora  de pescado,2
5256,Operador de máquina enlatadora  de frutas,2
5257,Operador de máquina enlatadora  de legumbres y verduras,2
5258,Operador de máquina empacadora,2
5259,Operador de carrusel,2
5260,Operador de máquina capsuladora,2
5261,Operador de máquina de aislación térmica,2
5262,Operador de máquina de instalación / cables,2
5263,Operador de máquina de instalación / cables eléctricos,2
5264,Operador de máquina de instalación / conducciones,2
5265,Operador de máquina de instalación / material aislante,2
5266,Operador de máquina de instalación / tuberías,2
5267,Operador de máquina de instalación de líneas eléctricas,2
5268,Operador de máquina de material de insonorización,2
5269,Operador de máquina de producción / microplaquetas (silicio),2
5270,Operador de máquina de señalización / carreteras,2
5271,Operador de máquina empalmadora  de cables,2
5272,Operador de juegos mecánicos,2
5273,Montador de aviones,2
5274,Montador de equipo para el movimiento de tierras,2
5275,Montador de maquinaria / imprenta,2
5276,Montador de maquinaria / laboreo de minas,2
5277,Montador de maquinaria / labra (madera),2
5278,Montador de maquinaria agrícola,2
5279,Montador de maquinaria industrial,2
5280,Montador de maquinaria mecánica,2
5281,Montador de maquinaria textil,2
5282,Montador de maquinas herramientas,2
5283,Montador de mecanismos mecánicos,2
5284,Montador de motores de avión,2
5285,Montador de motores / combustión interna,2
5286,Montador de motores / marinos,2
5287,Montador de motores / vapor,2
5288,Montador de turbinas,2
5289,Montador de vehículos,2
5290,Operador de máquina de cadenas de montaje / aviones,2
5291,Operador de máquina de cadenas de montaje / vehículos,2
5292,Operador de máquina de montaje de vehículos,2
5293,Ensamblador de turbinas,2
5294,Ensamblador de aviones,2
5295,Ensamblador de maquinaria agrícola,2
5296,Ensamblador de maquinaria industrial,2
5297,Ensamblador de maquinaria mecánica,2
5298,Ensamblador de maquinaria textil,2
5299,Ensamblador de maquinas herramientas,2
5300,Ensamblador de vehículos,2
5301,Ensamblador de motores de aviones,2
5302,Ensamblador de electrodoméstico,2
5303,Ensamblador de refrigeradoras,2
5304,Montador de aparatos eléctricos,2
5305,Montador de componentes eléctricos,2
5306,Montador de equipos eléctricos,2
5307,Montador de equipos eléctricos / vehículos,2
5308,Operador de ensamblaje / refrigeradoras,2
5309,Operador de máquina bobinadora,2
5310,Operador de máquina bobinadora / estatores,2
5311,Operador de máquina bobinadora / rotores,2
5312,Operador de máquina bobinadora / transformadores,2
5313,Operario ensamblador / refrigeradoras,2
5314,Ensamblador de equipos electrónicos,2
5315,Montador de aparatos electrónicos,2
5316,Montador de componentes electrónicos,2
5317,Montador de cronómetros,2
5318,Montador de equipo audiovisual,2
5319,Montador de equipos electrónicos,2
5320,Montador de equipos microelectrónicos,2
5321,Montador de lámparas de radio,2
5322,Montador de maquinaria / oficina,2
5323,Montador de prótesis auditivas,2
5324,Montador de receptores de radio,2
5325,Montador de receptores de televisión,2
5326,Montador de relojes electrónicos,2
5327,Montador de tubos electrónicos,2
5328,Operador de máquina bobinadora / filamentos,2
5329,Ensamblador de computadoras,2
5330,Ensamblador de equipos eléctricos,2
5331,Ensamblador de equipos electro mecánicos,2
5332,Ensamblador de circuitos electrónicos,2
5333,Montador de muebles metálicos,2
5334,Montador de productos de caucho,2
5335,Montador de productos de material plástico,2
5336,Montador de productos de metal,2
5337,Operario de máquina / colocación de conductores de electricidad,2
5338,Operario de máquina de atraque / pegar broches,2
5339,Montador de muebles / madera y materiales similares,2
5340,Montador de productos de madera,2
5341,Montador de productos de cartón,2
5342,Montador de productos de cuero,2
5343,Montador de productos textiles,2
5344,Montador productos de metal (excepto mecánica),2
5345,Montador productos de plástico,2
5346,Montador productos de caucho,2
5347,Montador productos de madera,2
5348,Ensamblador de bicicletas ,2
5349,Ensamblador de puerta ,2
5350,Ensamblador  de marcos para gafas ,2
5351,Ensamblador de cuchillos,2
5352,Ensamblador  de productos de cuero ,2
5353,Ensamblador  de productos de cartón ,2
5354,Ensamblador de plumas y Lápiz de ensamblador,2
5355,Ensamblador de lápiz ,2
5356,Ensamblador de juguetes de plástico,2
5357,Ensamblador de productos textiles,2
5358,Ensamblador  de paraguas,2
5359,Ensamblador  productos de plástico,2
5360,Ensamblador  productos de caucho,2
5361,Ensamblador  de productos de madera,2
5362,Ensamblador de productos de metal,2
5363,Ayudante de conductor de locomotora,2
5364,Ayudante de maquinista de tren,2
5365,Conductor de ferrocarril,2
5366,Conductor de tren,2
5367,Maquinista de estación de clasificación / locomotoras,2
5368,Maquinista de locomotora,2
5369,Maquinista de locomotora / cantera,2
5370,Maquinista de locomotora / maniobras,2
5371,Maquinista de locomotora / minas,2
5372,Maquinista de tren,2
5373,Operador de enganche de vagones de tren,2
5374,Agente de maniobras de ferrocarril,2
5375,Brequeador ferrocarrilero,2
5376,Enganchador de estación de clasificación,2
5377,Operador de enganche de vagones de tren,2
5378,Guardafrenos de ferrocarril,2
5379,Guardafrenos de tren de mercancías,2
5380,Guardafrenos de tren de vagonetas / canteras,2
5381,Guardafrenos de tren de vagonetas / minas,2
5382,Guardagujas de ferrocarril,2
5383,"Encargado de frenos, vías férreas",2
5384,"Encargado de maniobras, vías férreas",2
5385,"Encargado de señales, vías férreas",2
5386,Mensajero motociclista,2
5387,Motociclista mensajero,2
5388,Motociclista repartidor,2
5389,Chofer de automóvil de transporte de mercaderías (fletes),2
5390,Chofer de automóvil para transporte,2
5391,Chofer  distribuidor de comercio,2
5392,Chofer de vehículo liviano,2
5393,Conductor de ambulancia,2
5394,Conductor de automóviles,2
5395,Conductor de camioneta,2
5396,Conductor de camioneta de correos,2
5397,Conductor de furgoneta postal,2
5398,Conductor de taxi,2
5399,Taxista,2
5400,Porteador,2
5401,Taxista informal,2
5402,Mensajero en carro,2
5403,Chofer de ambulancia,2
5404,Taxista pirata,2
5405,Taxista porteador,2
5406,Chofer de autobús,2
5407,Chofer de microbús,2
5408,Conductor de tranvía,2
5409,Chofer de bus,2
5410,Chofer de buseta,2
5411,Conductor de bus,2
5412,Chofer de vagoneta,2
5413,Chofer de vehículo pesado,2
5414,Chofer de vehículo pesado / flete,2
5415,Conductor de camión,2
5416,Conductor de camión cisterna,2
5417,Conductor de camión con remolque,2
5418,Conductor de camión de gran tonelaje,2
5419,Conductor de camión lanzadera / canteras,2
5420,Conductor de camión volquete,2
5421,Conductor de vagoneta ,2
5422,Trailero,2
5423,Vagonetero,2
5424,Chofer de cisterna,2
5425,Chofer de chompipa,2
5426,Chofer de furgón ,2
5427,Chofer de camión de carga,2
5428,Chofer de carro de carga,2
5429,Conductor de camión recolector de basura,2
5430,Chapulinero,2
5431,Conductor de carreta motorizada / transporte de troncos y fustes,2
5432,Conductor de máquina forestal / acarreo de rollizos,2
5433,Conductor de maquinaria agrícola / motor,2
5434,Conductor de tractor agrícola,2
5435,Conductor de tractor agrícola / chapulín,2
5436,Operador de cosechadora,2
5437,Operador de máquina agrícola,2
5438,Operador de máquina agrícola / motorizada,2
5439,Operador de segadora trilladora aventadora,2
5440,Operador de trilladora,2
5441,Chapulinista,2
5442,Tractorista de aplicaciones agrícolas,2
5443,Tractorista de labranza,2
5444,Operador de equipos de fertirriego,2
